67,2555,Surat Thani,"133,786",485,0.36,South
68,2555,Surin,"226,699","3,773",1.66,East north
69,2555,Nong Khai,"73,356",854,1.16,East north
70,2555,Nong Bua Lamphu,"65,273",641,0.98,East north
71,2555,Ang Thong,"45,669",446,0.98,Center
72,2555,Amnat Charoen,"60,506",667,1.1,East north
73,2555,Udon Thani,"206,656","2,602",1.26,Center
74,2555,Uttaradit,"80,007",902,1.13,North
75,2555,Uthai Thani,"54,305","2,182",4.02,East north
76,2555,Ubon Ratchathani,"289,136","1,143",0.4,East north
